-1.463625756,0.091303361,0.857139281,-0.080503096,-0.44705863,-1.629299284,-1.037141971,-0.917078694,-1.483483138,-0.947215179,-1.769665451,-0.49625528,-1.348486367,-0.696745044,-0.924521442,-0.197011444,-1.044217574,2,-0.851147804,-0.49718647,-0.570156072,-0.233331727,-1.118610665,-0.694105612,-0.525510665,-0.636535772,-0.295538866,-0.662175942,-0.447687815,-0.71836385,-0.558454783,-0.579019193,-0.489520989,-0.585920595,-0.570120449,-0.843434755,-1.087176307,-0.33097114,-0.597056505,-0.714781521,-0.455595905,-0.39764596,-1.126280403,-0.332044202,-0.592029735,-0.413975644,-1.007228033,-0.501887677,-0.809189678,-2.416297796,-1.573853734,0.435066945,-1.562291358,-0.343027018,-0.165045937,-0.26747246,-0.467219798
0.788512254,-0.124828692,0.306298961,-0.080503096,-0.845051242,2,0.333389109,-0.481909961,-1.483483138,1,2,-0.294242394,2,1,1,-0.460968494,-0.68922871,-0.010135504,-0.362631157,-0.49718647,-0.133238822,-0.233331727,2,1,-0.525510665,-0.636535772,-0.295538866,-0.662175942,-0.447687815,-0.71836385,-0.558454783,-0.579019193,-0.489520989,-0.585920595,-0.570120449,-0.843434755,-0.696790729,-0.33097114,-0.597056505,-0.714781521,-0.455595905,-0.39764596,-1.126280403,-0.332044202,-0.592029735,-0.413975644,-1.007228033,-0.501887677,-0.809189678,-0.610417099,-1.573853734,-0.175167974,1.415032626,-0.082628486,-0.163697014,-0.266419333,-0.465179871
-0.820157755,-0.2929314,1.13255944,-0.080503096,1.565015139,0.904797915,0.202862339,-0.171075151,2,-0.345842304,2,-0.75213827,-0.024349631,-0.696745044,1,-0.578282739,-0.739941404,2,-1.031962407,0.734219999,-0.882239822,-0.233331727,2,-0.387874058,-0.525510665,-0.636535772,-0.295538866,-0.662175942,-0.447687815,-0.71836385,-0.558454783,-0.579019193,-0.489520989,-0.585920595,-0.570120449,-0.843434755,-1.087176307,-0.33097114,-0.597056505,-0.22476162,-0.455595905,-0.39764596,1.269363545,-0.332044202,-0.533409474,-0.341698649,-1.007228033,-0.501887677,-0.640492007,-0.459927042,-1.573853734,-0.319459974,1.481195384,-0.288777323,-0.159021478,-0.256309311,-0.461831672
-1.463625756,-0.2929314,-1.660987896,-0.080503096,0.238373095,-1.629299284,0.986022959,1,2,0.568244466,2,-0.94068363,2,-0.696745044,-0.924521442,-0.211675725,-1.044217574,-1.002731961,-0.454624551,-0.49718647,-1.02094371,-0.233331727,-1.118610665,-0.694105612,-0.525510665,-0.636535772,-0.295538866,-0.662175942,-0.447687815,-0.71836385,-0.558454783,-0.579019193,-0.489520989,-0.585920595,-0.570120449,-0.843434755,-1.087176307,-0.33097114,-0.597056505,-0.714781521,-0.455595905,-0.39764596,-1.126280403,-0.332044202,-0.592029735,-0.413975644,-1.007228033,-0.501887677,-0.809189678,-0.542012528,-1.573853734,-0.528382766,-1.562291358,-0.343027018,-0.165263473,-0.268025352,-0.467456429
-1.463625756,-0.2929314,-1.660987896,-0.080503096,0.238373095,-1.629299284,0.986022959,1,2,0.568244466,2,-0.94068363,2,-0.696745044,-0.924521442,-0.211675725,-1.044217574,-1.002731961,-0.454624551,-0.49718647,-1.02094371,-0.233331727,-1.118610665,-0.694105612,-0.525510665,-0.636535772,-0.295538866,-0.662175942,-0.447687815,-0.71836385,-0.558454783,-0.579019193,-0.489520989,-0.585920595,-0.570120449,-0.843434755,-1.087176307,-0.33097114,-0.597056505,-0.714781521,-0.455595905,-0.39764596,-1.126280403,-0.332044202,-0.592029735,-0.413975644,-1.007228033,-0.501887677,-0.809189678,-0.569374356,-1.573853734,-0.53138885,-1.562291358,-0.343027018,-0.165263473,-0.268025352,-0.467456429
-1.463625756,-0.2929314,-1.660987896,-0.080503096,2,-1.629299284,-1.037141971,1,-1.483483138,-0.947215179,-1.769665451,-1.358176927,-1.348486367,-0.696745044,-0.924521442,-0.666268422,-1.044217574,-1.002731961,-1.463379705,-0.49718647,-1.235934738,-0.233331727,-1.118610665,-0.694105612,-0.525510665,-0.636535772,-0.295538866,-0.662175942,-0.447687815,-0.71836385,-0.558454783,-0.579019193,-0.489520989,-0.585920595,-0.570120449,-0.843434755,-1.087176307,-0.33097114,-0.597056505,-0.714781521,-0.455595905,-0.39764596,-1.126280403,-0.332044202,-0.592029735,-0.413975644,-1.007228033,-0.501887677,-0.809189678,0.634546105,-1.573853734,-0.734299475,-1.562291358,-0.343027018,-0.165796883,-0.268683557,-0.467829056
-1.463625756,-0.2929314,-1.660987896,-0.080503096,2,-1.629299284,-1.037141971,-0.917078694,-1.483483138,0.592299381,2,0.365666366,-1.348486367,-0.696745044,-0.924521442,0.741502512,-1.044217574,0.131663989,-0.242088088,-0.49718647,-0.792082293,-0.233331727,-1.118610665,-0.694105612,-0.525510665,-0.636535772,-0.295538866,-0.662175942,-0.447687815,-0.71836385,-0.558454783,-0.579019193,-0.489520989,-0.585920595,-0.570120449,-0.843434755,-1.087176307,-0.33097114,-0.597056505,-0.714781521,-0.455595905,-0.39764596,-1.126280403,-0.332044202,-0.592029735,-0.413975644,-1.007228033,-0.501887677,-0.809189678,-1.677528421,-1.573853734,-0.487800641,-0.669094164,-0.343027018,-0.167117,-0.268973167,-0.467671301
-1.463625756,-0.2929314,-1.660987896,-0.080503096,2,-1.629299284,-1.037141971,1,-1.483483138,-0.947215179,-1.769665451,-1.358176927,-1.348486367,-0.696745044,-0.924521442,-0.666268422,-1.044217574,-1.002731961,-1.463379705,-0.49718647,-1.235934738,-0.233331727,-1.118610665,-0.694105612,-0.525510665,-0.636535772,-0.295538866,-0.662175942,-0.447687815,-0.71836385,-0.558454783,-0.579019193,-0.489520989,-0.585920595,-0.570120449,-0.843434755,-1.087176307,-0.33097114,-0.597056505,-0.714781521,-0.455595905,-0.39764596,-1.126280403,-0.332044202,-0.592029735,-0.413975644,-1.007228033,-0.501887677,-0.809189678,0.401970561,-1.573853734,-0.734299475,-1.562291358,-0.343027018,-0.166343207,-0.268788869,-0.467842655
0.145044253,-0.2929314,0.148916011,-0.080503096,0.194151693,-1.629299284,0.920759575,-0.917078694,2,0.880958361,2,-0.11916456,-1.348486367,-0.696745044,-0.924521442,-0.666268422,-1.044217574,-0.470983859,-1.073200825,1,0.15110415,-0.233331727,-1.118610665,0.071473269,-0.525510665,-0.636535772,-0.295538866,-0.662175942,-0.447687815,-0.71836385,-0.558454783,-0.579019193,-0.004140534,-0.585920595,-0.570120449,-0.843434755,-1.087176307,-0.33097114,-0.597056505,-0.714781521,-0.455595905,-0.39764596,2,-0.332044202,-0.592029735,-0.413975644,-1.007228033,-0.501887677,-0.809189678,1.291229997,-1.573853734,-0.462248933,1.795468468,-0.223677691,-0.159097963,-0.257362438,-0.464557014
-0.820157755,-0.220887383,1.368633862,-0.080503096,-0.73449774,2,1.442866651,-0.917078694,-0.710577148,-0.947215179,-1.769665451,-0.49625528,1.410131836,-0.696745044,0.866572906,-0.666268422,-1.044217574,-0.577333478,-0.93362464,-0.266297758,-0.743535933,-0.233331727,0.42984267,-0.694105612,-0.525510665,-0.636535772,-0.295538866,-0.662175942,-0.447687815,-0.71836385,-0.558454783,-0.579019193,-0.489520989,-0.585920595,-0.570120449,-0.843434755,-1.087176307,-0.33097114,-0.597056505,-0.714781521,-0.455595905,-0.39764596,-1.126280403,-0.176948984,-0.592029735,-0.413975644,-1.007228033,-0.501887677,-0.134398994,-2.005870365,-1.573853734,-0.367557307,-0.222495567,-0.343027018,-0.167059387,-0.267946368,-0.465938724
